timestamp,raw_gaze_position_x,raw_gaze_position_y,calibrated_gaze_position_x,calibrated_gaze_position_y,filtered_gaze_position_x,filtered_gaze_position_y,left_eye_openness,right_eye_openness,tracking_status,status,event,trigger
1770538215321910000,-1.1761037111282349,-5.46625280380249,167.20539093017578,847.2502827644348,167.20539093017578,847.2502827644348,156.5,93.5,1,1,0,0
1770538215363330500,-1.238097906112671,-6.184311389923096,124.30818915367126,926.3552784919739,167.20539093017578,911.3388776779175,160.0,94.0,1,1,0,0
1770538215402330100,-1.3469301462173462,-6.180639743804932,152.07618713378906,972.909414768219,167.20539093017578,911.3388776779175,148.5,92.5,1,1,0,0
1770538215446126200,-1.2534857988357544,-6.790598392486572,112.14554071426392,994.1106677055359,167.20539093017578,911.3388776779175,166.0,87.0,1,1,0,0
1770538215483504200,-0.6770116686820984,-5.28488302230835,76.80752277374268,820.9053575992584,152.07618713378906,911.3388776779175,165.5,104.5,1,1,0,0
1770538215520898400,-1.2563362121582031,-5.801455020904541,187.44091987609863,784.4352006912231,167.20539093017578,911.3388776779175,154.5,94.0,1,1,0,0
1770538215557147300,-1.0031017065048218,-6.452998638153076,77.69473850727081,897.9719281196594,152.07618713378906,911.3388776779175,158.0,92.0,1,1,0,0
1770538215595524100,-1.2078273296356201,-5.422402858734131,150.45908331871033,748.3344376087189,152.07618713378906,897.9719281196594,155.5,88.0,1,1,0,0
1770538215631299000,-0.9738102555274963,-6.539679050445557,53.13385784626007,958.9185833930969,152.07618713378906,911.3388776779175,163.0,106.5,1,1,0,0
1770538215671267500,-1.0227750539779663,-5.896944046020508,88.7793642282486,859.9252223968506,150.45908331871033,897.9719281196594,148.5,97.5,1,1,0,0
1770538215707574300,-0.8311609625816345,-5.411369800567627,84.18778717517853,826.8319666385651,150.45908331871033,897.9719281196594,137.0,97.0,1,1,0,0
1770538215742299200,-1.097909927368164,-5.643055438995361,90.49380540847778,802.8383195400238,90.49380540847778,897.9719281196594,139.5,99.5,1,1,0,0
1770538215778603000,-0.701170027256012,-6.069039821624756,46.18973135948181,907.501494884491,90.49380540847778,897.9719281196594,139.0,94.5,1,1,0,0
1770538215814866100,-0.6764666438102722,-6.160837650299072,41.54895722866058,847.3552644252777,90.49380540847778,897.9719281196594,133.5,103.0,1,1,0,0
1770538215855233500,-1.0350720882415771,-5.061137676239014,105.81771612167358,722.5206971168518,90.49380540847778,897.9719281196594,139.0,105.0,1,1,0,0
1770538215897133400,-1.080748438835144,-5.726573467254639,75.5550491809845,826.3433754444122,90.49380540847778,897.9719281196594,143.5,103.0,1,1,0,0
1770538215933444400,-0.7084928154945374,-4.944177627563477,101.03976845741272,666.0255432128906,90.49380540847778,847.3552644252777,155.0,107.5,1,1,0,0
1770538215968259500,-0.9059529304504395,-4.863875865936279,137.84319519996643,696.5915679931641,90.49380540847778,826.3433754444122,139.0,103.0,1,1,0,0
1770538216003617500,-1.0500078201293945,-6.7502264976501465,102.21885681152344,946.6921091079712,90.49380540847778,897.9719281196594,139.5,102.0,1,1,0,0
1770538216038806500,-1.307740330696106,-7.82057523727417,87.41553068161011,1169.7548031806946,90.49380540847778,847.3552644252777,166.5,104.0,1,1,0,0
